Project ID,Provider,Receiver,Transaction type,Finance type,Value,Currency,Transaction date,Transaction date narrative,Description,Sector
IE-CHY-15037-NPL0343,Irish Aid,Plan International Ireland,Incoming Funds,100,100000,EUR,2015-04-26,,ERFS grant,
IE-CHY-15037-NPL0343,Plan International Ireland,Plan International HQ,Expenditure,100,5660,EUR,2015-05-21,,Contribution to Head Office Costs,
IE-CHY-15037-NPL0343,Plan International Ireland,Plan International HQ,Disbursement,100,94340,EUR,2015-05-21,,ERFS grant,
IE-CHY-15037-NPL0343,Plan International HQ,Plan International Nepal,Disbursement,100,94340,EUR,2015-05-29,,Disbursement to implementing organisation,
Earthquake response,Plan International HQ,Plan International Nepal,Incoming Funds,100,94340,EUR,2015-05-01,,Grant amount for project NPL0343 (start fund),
Earthquake response,Plan International Nepal,,Expenditure,100,4829,EUR,2015-06-12,,Staffing & Support,
Earthquake response,Plan International Nepal,,Expenditure,100,2659,EUR,2015-06-12,,Transport and distribution,
Earthquake response,Plan International Nepal,,Expenditure,100,454,EUR,2015-06-12,,Visibility,
Earthquake response,Plan International Nepal,,Expenditure,100,4155,EUR,2015-06-12,,Shelter kits,
Earthquake response,Plan International Nepal,,Expenditure,100,2323,EUR,2015-06-12,,Shelter kits,
Earthquake response,Plan International Nepal,,Expenditure,100,7284,EUR,2015-06-12,,Shelter kits,
Earthquake response,Plan International Nepal,,Expenditure,100,4464,EUR,2015-06-12,,Shelter kits,
Earthquake response,Plan International Nepal,,Expenditure,100,2277,EUR,2015-06-12,,Shelter kits,
Earthquake response,Plan International Nepal,,Expenditure,100,5000,EUR,2015-06-12,,Shelter kits,
Earthquake response,Plan International Nepal,,Expenditure,100,5203,EUR,2015-06-12,,Shelter kits,
Earthquake response,Plan International Nepal,,Expenditure,100,1359,EUR,2015-06-12,,Shelter kits
Earthquake response,Plan International Nepal,,Expenditure,100,5052,EUR,2015-06-12,,Shelter kits
Earthquake response,Plan International Nepal,,Expenditure,100,6341,EUR,2015-06-12,,Shelter kits
Earthquake response,Plan International Nepal,,Expenditure,100,9908,EUR,2015-06-12,,Shelter kits
Earthquake response,Plan International Nepal,,Expenditure,100,5308,EUR,2015-06-12,,Shelter kits
Earthquake response,Plan International Nepal,,Expenditure,100,4344,EUR,2015-06-12,,Shelter kits
Earthquake response,Plan International Nepal,,Expenditure,100,2305,EUR,2015-06-12,,Shelter kits
Earthquake response,Plan International Nepal,,Expenditure,100,3497,EUR,2015-06-12,,Shelter kits
Earthquake response,Plan International Nepal,,Expenditure,100,4877,EUR,2015-06-12,,Shelter kits
Earthquake response,Plan International Nepal,,Expenditure,100,812,EUR,2015-06-12,,WaSH kits
Earthquake response,Plan International Nepal,,Expenditure,100,424,EUR,2015-06-12,,WaSH kits
Earthquake response,Plan International Nepal,,Expenditure,100,718,EUR,2015-06-12,,WaSH kits
Earthquake response,Plan International Nepal,,Expenditure,100,872,EUR,2015-06-12,,WaSH kits
Earthquake response,Plan International Nepal,,Expenditure,100,487,EUR,2015-06-12,,WaSH kits
Earthquake response,Plan International Nepal,,Expenditure,100,998,EUR,2015-06-12,,WaSH kits
Earthquake response,Plan International Nepal,,Expenditure,100,1027,EUR,2015-06-12,,WaSH kits
Earthquake response,Plan International Nepal,,Expenditure,100,805,EUR,2015-06-12,,WaSH kits
Earthquake response,Plan International Nepal,,Expenditure,100,987,EUR,2015-06-12,,WaSH kits
Earthquake response,Plan International Nepal,,Expenditure,100,632,EUR,2015-06-12,,WaSH kits
Earthquake response,Plan International Nepal,,Expenditure,100,705,EUR,2015-06-12,,WaSH kits
Earthquake response,Plan International Nepal,,Expenditure,100,1037,EUR,2015-06-12,,WaSH kits
Earthquake response,Plan International Nepal,,Expenditure,100,849,EUR,2015-06-12,,WaSH kits
Earthquake response,Plan International Nepal,,Expenditure,100,770,EUR,2015-06-12,,WaSH kits
Earthquake response,Plan International Nepal,,Expenditure,100,623,EUR,2015-06-12,,WaSH kits
Earthquake response,Plan International Nepal,,Expenditure,100,954,EUR,2015-06-12,,WaSH kits
