Project ID,Provider,Receiver,Transaction type,Finance type,Value,Currency,Transaction date,Transaction date narrative,Description,Sector
NEP1501,Irish Aid,Trocaire,Incoming funds,100,100000,EUR,2015-05-01,,,
NEP1501,Trocaire,CRS,Expenditure,100,5605,EUR,2015-04-25,,Management and technical advisors - International staff salary,
NEP1501,Trocaire,CRS,Expenditure,100,973,EUR,2015-04-25,,Management and technical advisors - national staff salary,
NEP1501,Trocaire,CRS,Expenditure,100,393,EUR,2015-04-25,,Management and technical advisors - International staff benefit ,
NEP1501,Trocaire,CRS,Disbursement,100,87369,EUR,2015-04-27,,Unconditional Cash Transfers,
NEP1501,Trocaire,Trocaire,Expenditure,100,5660,EUR,2015-04-28,,Contribution to Head Office Costs of 3%,
